year,horizon,seed,train_rows,valid_rows,refit_rows,test_rows,best_epoch,best_valid_ic,test_ic,test_spread,refit_final_loss,clip_lo,clip_hi
2018,20,2026,55678,10878,67585,12226,10,0.04219135182867168,0.04950610713815139,0.01352141573898724,0.6880731203339316,-0.15528085827827454,0.7390825152397156
2019,20,2026,67585,11176,79790,12050,15,0.09184645712506301,0.009271517807187222,-0.004222666243828631,0.6838293213110703,-0.16279688477516174,0.7242862582206726
2020,20,2026,79790,11000,91840,12250,10,0.04799506470491766,0.07323791557439302,0.025900642553045913,0.6880475123723347,-0.15992000699043274,0.6954249143600464
2021,20,2026,91840,11200,104090,12150,40,0.10762304921968788,0.06984665339164574,0.030752559357722146,0.6524314319386202,-0.16625314950942993,0.5463051795959473
2022,20,2026,104090,11100,116240,12300,15,0.09780976488617861,0.08775317650242644,0.021128026206102858,0.6817808245357714,-0.175417959690094,0.5726451873779297
2023,20,2026,116240,11250,128540,11950,5,0.07619370902119887,0.022776157229206482,0.006752126313858243,0.6886760933058602,-0.17677102982997894,0.4736236035823822
2024,20,2026,128540,10900,140490,12100,1,0.0943954326415469,0.042052727508515485,0.008967900544029513,0.7571143093316451,-0.17479631304740906,0.42865636944770813
2025,20,2026,140490,11050,152590,12100,1,0.08485754592346223,0.12231404958677686,0.05720123496638911,0.7610613775253295,-0.1791461855173111,0.39914387464523315
2026,20,2026,152590,11050,164690,6850,5,0.12066879240383935,0.08887476401317516,0.0696186140828083,0.6890216315234149,-0.18091470003128052,0.38441526889801025
