year,model,seed,top_k,best_epoch,best_valid_ic,clip_lo,clip_hi,mean_ic,median_ic,positive_ic_days,mean_top_bottom_spread,gross_return,net_return,0050_return,equal_weight_return,alpha_vs_0050,alpha_vs_equal_weight,mean_turnover,total_cost,max_drawdown,sharpe,active_sharpe,periods
2018,mlp_reg,8765,3,40,0.053467880907821994,-0.0901692733168602,0.12218410521745682,0.07039435205968574,0.07328082989625087,0.6979591836734694,0.0057623392584030125,0.21792661726800078,0.00448374240317051,-0.07975129418101068,0.014311323285618016,0.08423503658418119,-0.009827580882447506,0.6758757683086383,0.19223978898567118,-0.3687868692965972,0.205426010646551,0.4744892878392206,49
2018,mlp_reg,8765,5,40,0.053467880907821994,-0.0901692733168602,0.12218410521745682,0.07039435205968574,0.07328082989625087,0.6979591836734694,0.0057623392584030125,0.07760230374268562,-0.1113399128546535,-0.07975129418101068,0.014311323285618016,-0.03158861867364282,-0.12565123614027152,0.6762480525869615,0.19234650427405253,-0.33862850029119373,-0.21292267516672309,0.01790165169545003,49
2018,mlp_reg,8765,10,40,0.053467880907821994,-0.0901692733168602,0.12218410521745682,0.07039435205968574,0.07328082989625087,0.6979591836734694,0.0057623392584030125,0.0993961101113543,-0.07957005795717076,-0.07975129418101068,0.014311323285618016,0.0001812362238399201,-0.09388138124278878,0.6238777685556414,0.1773345623564746,-0.2434044137049386,-0.2233337191552968,0.10912645099942835,49
2019,mlp_reg,8765,3,5,0.08535403593046521,-0.08685477823019028,0.11706120520830154,-0.054845897782665805,-0.0672749099639856,0.3941908713692946,-0.0067355203909059466,0.0821095256628146,-0.13044179052756066,0.3568104046050311,0.36463254446228577,-0.48725219513259177,-0.49507433498984643,0.7662588324642466,0.21814809432587629,-0.14906739789641732,-1.6400945683858938,-3.9866552323090234,49
2019,mlp_reg,8765,5,5,0.08535403593046521,-0.08685477823019028,0.11706120520830154,-0.054845897782665805,-0.0672749099639856,0.3941908713692946,-0.0067355203909059466,0.15295840140677752,-0.05594265843213375,0.3568104046050311,0.36463254446228577,-0.41275306303716486,-0.4205752028944195,0.7010450873643836,0.19945457429300056,-0.09277517690733861,-0.7511044812519552,-3.398216125192389,49
2019,mlp_reg,8765,10,5,0.08535403593046521,-0.08685477823019028,0.11706120520830154,-0.054845897782665805,-0.0672749099639856,0.3941908713692946,-0.0067355203909059466,0.173408636264047,0.019722795593863918,0.3568104046050311,0.36463254446228577,-0.3370876090111672,-0.34490974886842185,0.4942127687061908,0.1401660901496296,-0.051500076774993575,0.2993155231083592,-2.794661953552012,49
2020,mlp_reg,8765,3,5,0.07595748329835413,-0.09084537625312805,0.11951235681772232,0.08014330918763174,0.09723889555822329,0.6163265306122448,0.014211121548330683,0.5655246269324135,0.3161499172100024,0.3140110207168767,0.2948164337637449,0.002138896493125708,0.021333483446257517,0.6092446393017384,0.17313997585584334,-0.3931003079273291,0.846469269871101,0.26133954056457853,49
2020,mlp_reg,8765,5,5,0.07595748329835413,-0.09084537625312805,0.11951235681772232,0.08014330918763174,0.09723889555822329,0.6163265306122448,0.014211121548330683,0.6890492166111557,0.43288922558033294,0.3140110207168767,0.2948164337637449,0.11887820486345624,0.13807279181658805,0.5779207361628932,0.16416097902109336,-0.373570763129353,1.1151455197500602,0.5048423628443413,49
2020,mlp_reg,8765,10,5,0.07595748329835413,-0.09084537625312805,0.11951235681772232,0.08014330918763174,0.09723889555822329,0.6163265306122448,0.014211121548330683,0.770791069861285,0.5525760115497613,0.3140110207168767,0.2948164337637449,0.23856499083288463,0.25775957778601644,0.463311587359806,0.1313082665166884,-0.29863623076254,1.5255738637471732,0.8899781734739769,49
2021,mlp_reg,8765,3,5,0.05487459483000555,-0.08901359885931015,0.11716481298208237,0.020046304531445593,0.05738433097286619,0.5473251028806584,0.008589399519613308,0.6052756250849651,0.24966286536672166,0.22318424658314662,0.4155932728921081,0.026478618783575048,-0.16593040752538646,0.8765246494015473,0.24975579075095353,-0.21951264441238771,0.7611286948378144,0.25946209330190984,49
2021,mlp_reg,8765,5,5,0.05487459483000555,-0.08901359885931015,0.11716481298208237,0.020046304531445593,0.05738433097286619,0.5473251028806584,0.008589399519613308,0.5485368166670759,0.22153050565019594,0.22318424658314662,0.4155932728921081,-0.0016537409329506758,-0.19406276724191218,0.8306660142576839,0.23661041298696506,-0.16114390433479475,0.7706654717092973,0.14485910372811478,49
2021,mlp_reg,8765,10,5,0.05487459483000555,-0.08901359885931015,0.11716481298208237,0.020046304531445593,0.05738433097286619,0.5473251028806584,0.008589399519613308,0.5676459464227843,0.31747890094173936,0.22318424658314662,0.4155932728921081,0.09429465435859274,-0.09811437195036876,0.6105910604318678,0.17352592747279488,-0.2120047272456248,1.0531856398390522,0.5236144639936816,49
2022,mlp_reg,8765,3,85,0.06939670059044362,-0.09243196994066238,0.12190169095993042,0.031590638669193885,0.03198079231692677,0.5772357723577236,0.0023127479885727935,-0.23551884571812298,-0.39662385351421636,-0.18344788049490113,-0.07152450292523171,-0.21317597301931523,-0.32509935058898465,0.8121249992722691,0.23604656228713877,-0.45619276525203156,-1.4316767504327415,-1.3432369482314048,50
2022,mlp_reg,8765,5,85,0.06939670059044362,-0.09243196994066238,0.12190169095993042,0.031590638669193885,0.03198079231692677,0.5772357723577236,0.0023127479885727935,-0.17111618395521833,-0.3377949995569334,-0.18344788049490113,-0.07152450292523171,-0.15434711906203225,-0.26627049663170166,0.7708151998976152,0.22396344597005247,-0.4127342107753108,-1.3415457394257864,-1.268093796978036,50
2022,mlp_reg,8765,10,85,0.06939670059044362,-0.09243196994066238,0.12190169095993042,0.031590638669193885,0.03198079231692677,0.5772357723577236,0.0023127479885727935,-0.11493790663426084,-0.2801607192140402,-0.18344788049490113,-0.07152450292523171,-0.09671283871913905,-0.20863621628880846,0.710025658509352,0.20618250511398548,-0.34809048403252874,-1.2616443810500055,-0.9385061596888733,50
2023,mlp_reg,8765,3,55,0.043620346999902936,-0.09512177854776382,0.1293548047542572,0.03087409259782684,0.01714285714285714,0.5523012552301255,0.004769430085954402,0.471467813518923,0.18396719813077356,0.2467194348868127,0.3304531968260205,-0.06275223675603914,-0.14648599869524692,0.7775778872452216,0.21684387073845826,-0.34156046600309165,0.6598946771443828,0.0489286571508883,48
