model,top_k,mean_ic,mean_top_bottom_spread,positive_alpha_years,years,mean_alpha_vs_0050,mean_alpha_vs_equal_weight,mean_turnover,mean_active_sharpe
ridge,3,0.042567544933162574,0.007728358800526925,4,9,0.038009682546629474,0.04788821822849533,0.5962002608904124,0.04368116529888894
ridge,5,0.042567544933162574,0.007728358800526925,4,9,0.07729416882575868,0.08717270450762453,0.5282534546572973,0.13819007777092002
ridge,10,0.042567544933162574,0.007728358800526925,4,9,0.07886545258470207,0.08874398826656793,0.42161400248991954,0.22651050526889907
