year,horizon,seed,feature_set,train_window,train_rows,valid_rows,refit_rows,test_rows,best_epoch,best_valid_ic,test_ic,test_spread,refit_final_loss,clip_lo,clip_hi,run
2026,20,24680,all,expanding,152590,11100,164740,6900,1,0.1286940722234839,0.1207011056611903,0.0821697202290287,0.7512919726195159,-0.1806980967521667,0.3842253684997558,v5_4b_repaired_h20_seed24680_20260829_162831
2018,20,55555,all,expanding,55678,10878,67585,12226,15,0.0437683824669683,0.0707784279569039,0.0211937624628581,0.6856197768991644,-0.1552808582782745,0.7390825152397156,v5_4b_repaired_h20_seed55555_20260829_162852
2019,20,55555,all,expanding,67585,11176,79790,12050,20,0.0809152647355181,0.0223538927841308,-0.0029207607204295,0.6810607268260076,-0.1627968847751617,0.7242862582206726,v5_4b_repaired_h20_seed55555_20260829_162852
2020,20,55555,all,expanding,79790,11000,91840,12250,25,0.054193721048648,0.0983745008207364,0.0255924144209764,0.6789600292841593,-0.1599200069904327,0.6954249143600464,v5_4b_repaired_h20_seed55555_20260829_162852
2021,20,55555,all,expanding,91840,11200,104090,12150,25,0.1115842051106156,0.0877293636960488,0.0331219118778538,0.6754599914831274,-0.1662531495094299,0.5463051795959473,v5_4b_repaired_h20_seed55555_20260829_162852
2022,20,55555,all,expanding,104090,11100,116240,12300,15,0.0829763537312378,0.0906181187885805,0.0207857768480202,0.6836648050107454,-0.175417959690094,0.5726451873779297,v5_4b_repaired_h20_seed55555_20260829_162852
2023,20,55555,all,expanding,116240,11250,128540,11950,15,0.0700611069268938,0.0478936107596397,0.0201167787331296,0.6835791497003465,-0.1767710298299789,0.4736236035823822,v5_4b_repaired_h20_seed55555_20260829_162852
2024,20,55555,all,expanding,128540,10900,140490,12100,15,0.0730105596324257,-0.0031383433012595,-0.0068717248533701,0.6824300522389619,-0.174796313047409,0.4286563694477081,v5_4b_repaired_h20_seed55555_20260829_162852
2025,20,55555,all,expanding,140490,11050,152590,12150,35,0.0297084699369952,0.0715978243149111,0.0195885297345546,0.6687569642066955,-0.1791461855173111,0.3991438746452331,v5_4b_repaired_h20_seed55555_20260829_162852
2026,20,55555,all,expanding,152590,11100,164740,6900,5,0.1190335593696938,0.1186801597320639,0.0788938261560873,0.6899128092659844,-0.1806980967521667,0.3842253684997558,v5_4b_repaired_h20_seed55555_20260829_162852
2018,20,77777,all,expanding,55678,10878,67585,12226,25,0.0466018548952161,0.0609912710705372,0.0162265697254953,0.6799375848336653,-0.1552808582782745,0.7390825152397156,v5_4b_repaired_h20_seed77777_20260829_162839
2019,20,77777,all,expanding,67585,11176,79790,12050,20,0.077726658465841,0.0290070431400085,-0.0019032805948853,0.6818373478375949,-0.1627968847751617,0.7242862582206726,v5_4b_repaired_h20_seed77777_20260829_162839
2020,20,77777,all,expanding,79790,11000,91840,12250,5,0.0438534093052719,0.0670542176054095,0.019846449389826,0.6906048417091369,-0.1599200069904327,0.6954249143600464,v5_4b_repaired_h20_seed77777_20260829_162839
2021,20,77777,all,expanding,91840,11200,104090,12150,25,0.1332224318298748,0.0907567361112661,0.0433589283525922,0.6778517049901626,-0.1662531495094299,0.5463051795959473,v5_4b_repaired_h20_seed77777_20260829_162839
2022,20,77777,all,expanding,104090,11100,116240,12300,5,0.0994532021723776,0.0733696464914346,0.0146093199356057,0.6903107574111537,-0.175417959690094,0.5726451873779297,v5_4b_repaired_h20_seed77777_20260829_162839
2023,20,77777,all,expanding,116240,11250,128540,11950,25,0.0752339209369474,0.0609610624327853,0.0112122035717387,0.6747714366231646,-0.1767710298299789,0.4736236035823822,v5_4b_repaired_h20_seed77777_20260829_162839
2024,20,77777,all,expanding,128540,10900,140490,12100,20,0.0872350294184744,-0.0082857170068514,-0.0026992659675614,0.6805914070295251,-0.174796313047409,0.4286563694477081,v5_4b_repaired_h20_seed77777_20260829_162839
2025,20,77777,all,expanding,140490,11050,152590,12150,1,0.0395078507533864,0.0798911169406034,0.0326857408683834,0.7390922975540161,-0.1791461855173111,0.3991438746452331,v5_4b_repaired_h20_seed77777_20260829_162839
2026,20,77777,all,expanding,152590,11100,164740,6900,5,0.1182466500113559,0.1123430183178217,0.083203310130989,0.6902276917740151,-0.1806980967521667,0.3842253684997558,v5_4b_repaired_h20_seed77777_20260829_162839
