horizon,phase,feature_set,train_window,entry_k,exit_k,execution_delay,slippage_bps,periods,start,end,total_return,cagr,gross_total_return,market_total_return,market_cagr,ew_net_total_return,ew_net_cagr,active_sharpe,strategy_sharpe,rebalance_max_drawdown,mean_turnover,cost_sum,positive_alpha_years,years,worst_year,worst_year_alpha,alpha_cagr
10,0,all,expanding,10,15,1,0,208,2018-01-03,2026-07-31,13.585369595982998,0.36702978308629985,27.34907833539228,5.388176246555,0.24151526248992838,5.479567142054408,0.24357426530635662,0.5666913254522248,1.364742399953439,-0.2563429914806167,0.5464366290085622,0.6634040901776185,7,9,2024,-0.38871445972835006,0.12551452059637147
10,0,all,expanding,10,15,1,10,208,2018-01-03,2026-07-31,10.608765189125544,0.33110924726626867,27.34907833539228,5.388176246555,0.24151526248992838,5.420143536109551,0.24223841554046266,0.4269351266002437,1.2602726325810185,-0.2601047817951143,0.5464366290085622,0.8907217278451802,5,9,2024,-0.4210018050098254,0.08959398477634029
10,0,all,expanding,10,15,1,20,208,2018-01-03,2026-07-31,8.237074369869084,0.2960907328717617,27.34907833539228,5.388176246555,0.24151526248992838,5.361256182007542,0.24090380237035558,0.2870721073259678,1.1555123675997716,-0.27845271186299747,0.5464366290085622,1.1180393655127423,5,9,2024,-0.4524035588134081,0.0545754703818333
10,0,all,expanding,10,15,1,30,208,2018-01-03,2026-07-31,6.347885283572823,0.26195263512628264,27.34907833539228,5.388176246555,0.24151526248992838,5.30290030880511,0.23957042459690148,0.1471372792888232,1.050475237627125,-0.30844912547839576,0.5464366290085622,1.345357003180304,5,9,2024,-0.4829429313774283,0.020437372636354256
10,0,all,expanding,10,15,1,50,208,2018-01-03,2026-07-31,3.645746516642646,0.1962337223576085,27.34907833539228,5.388176246555,0.24151526248992838,5.187764130497063,0.23690737044728194,-0.13280735048814868,0.8396259351218354,-0.3648426102628157,0.5464366290085622,1.7999922785154276,5,9,2024,-0.5415244873068953,-0.045281540132319886
10,0,all,expanding,10,15,1,100,208,2018-01-03,2026-07-31,0.46946008615467916,0.04592360147905561,27.34907833539228,5.388176246555,0.24151526248992838,4.908898611784639,0.23027127072390607,-0.8314683809431338,0.30864939476846825,-0.48694536688904366,0.5464366290085622,2.936580466853237,1,9,2024,-0.6744031259093418,-0.19559166101087277
10,0,all,expanding,10,15,2,0,208,2018-01-04,2026-08-03,11.86053044525128,0.3468496605580931,24.00137397718744,5.473021198490027,0.243254717099322,5.480857797693004,0.24343009643626057,0.49242234269762286,1.300038327580025,-0.26227998298200206,0.5465943672699736,0.6635960260941037,7,9,2024,-0.38417400987906225,0.10359494345877107
10,0,all,expanding,10,15,2,10,208,2018-01-04,2026-08-03,9.235259680024006,0.311471606949161,24.00137397718744,5.473021198490027,0.243254717099322,5.421196702547365,0.2420901651121492,0.34910814926402306,1.1960623997238211,-0.27370961412089645,0.5465943672699736,0.8909792828784128,6,9,2024,-0.416604269911069,0.06821688984983898
10,0,all,expanding,10,15,2,20,208,2018-01-04,2026-08-03,7.143641441092878,0.276981631770975,24.00137397718744,5.473021198490027,0.243254717099322,5.362076089354652,0.2407514789373597,0.20583004307674466,1.0918482688027842,-0.3038652314036673,0.5465943672699736,1.118362539662722,5,9,2024,-0.448141768411886,0.03372691467165301
10,0,all,expanding,10,15,2,30,208,2018-01-04,2026-08-03,5.477656350929451,0.2433584722372948,24.00137397718744,5.473021198490027,0.243254717099322,5.3034911306240105,0.23941403670165462,0.06262544270447494,0.9874096859868949,-0.3328001480893965,0.5465943672699736,1.3457457964470307,5,9,2024,-0.478809990923418,0.00010375513797278302
10,0,all,expanding,10,15,2,50,208,2018-01-04,2026-08-03,3.094997303271186,0.1786299610748685,24.00137397718744,5.473021198490027,0.243254717099322,5.187909079075775,0.23674287921048687,-0.223414260315095,0.7779149784713095,-0.38719862081088086,0.5465943672699736,1.8005123100156486,4,9,2024,-0.5376296183820907,-0.0646247560244535
10,0,all,expanding,10,15,2,100,208,2018-01-04,2026-08-03,0.2948271262529223,0.03058027146461506,24.00137397718744,5.473021198490027,0.243254717099322,4.907998082547967,0.2300866698512538,-0.9346445767166889,0.25124215917822323,-0.504984842620547,0.5465943672699736,2.937428593937194,1,9,2024,-0.6710003591793359,-0.21267444563470694
10,0,all,expanding,10,15,3,0,208,2018-01-05,2026-08-04,11.739495028608653,0.34536572549818256,23.767081581144268,5.387346848840461,0.2413250316279827,5.3810155436729215,0.24118152289992345,0.5084841484326952,1.2778406823981168,-0.32667684750197346,0.5466268824360456,0.6636355905481803,7,9,2024,-0.3797143827800873,0.10404069387019987
10,0,all,expanding,10,15,3,10,208,2018-01-05,2026-08-04,9.138786233470126,0.31002445959307234,23.767081581144268,5.387346848840461,0.2413250316279827,5.323527731033738,0.23987268538567164,0.36445414724554664,1.1752235619556142,-0.3300648778142814,0.5466268824360456,0.8910323736415752,6,9,2024,-0.41199120800811473,0.06869942796508965
10,0,all,expanding,10,15,3,20,208,2018-01-05,2026-08-04,7.066765055540705,0.2755703728799064,23.767081581144268,5.387346848840461,0.2413250316279827,5.266549333968218,0.23856503211909375,0.22049524739781126,1.0724366697432042,-0.3489825572910178,0.5466268824360456,1.1184291567349702,6,9,2024,-0.4433799882080389,0.03424534125192369
10,0,all,expanding,10,15,3,30,208,2018-01-05,2026-08-04,5.416411772680124,0.24198222433325167,23.767081581144268,5.387346848840461,0.2413250316279827,5.210075903555046,0.23725856196861628,0.07664530675876537,0.9694935870533873,-0.3760148484721092,0.5466268824360456,1.3458259398283652,6,9,2024,-0.4739040709311906,0.000657192705268983
10,0,all,expanding,10,15,3,50,208,2018-01-05,2026-08-04,3.0561568415587894,0.17732118715918577,23.767081581144268,5.387346848840461,0.2413250316279827,5.098626338428576,0.23464916649312184,-0.21057725016792275,0.7631936993423913,-0.4268396177075835,0.5466268824360456,1.800619506015155,3,9,2024,-0.5324486214710956,-0.06400384446879692
10,0,all,expanding,10,15,3,100,208,2018-01-05,2026-08-04,0.28244283599392017,0.029426252534518804,23.767081581144268,5.387346848840461,0.2413250316279827,4.828535219494942,0.22814630325876384,-0.9241247796208455,0.24567961177182968,-0.5369043244960197,0.5466268824360456,2.9376034214821303,1,9,2024,-0.6652028485571722,-0.21189877909346388
10,0,all,expanding,10,15,5,0,208,2018-01-09,2026-08-06,7.933023502987346,0.29103999882957865,16.359977894871644,5.505599822556593,0.24415607691757923,5.470375862440421,0.24336835356322117,0.27916269611227923,1.1156501351476291,-0.3447544077145026,0.5463027576007784,0.6632411954486271,6,9,2024,-0.5079448653207421,0.046883921911999415
10,0,all,expanding,10,15,5,10,208,2018-01-09,2026-08-06,6.11035537091064,0.2571243822538041,16.359977894871644,5.505599822556593,0.24415607691757923,5.411748364494579,0.2420488113591026,0.1356333943396495,1.0137768955982265,-0.34779396477698954,0.5463027576007784,0.890503142610551,6,9,2024,-0.5372615146709273,0.012968305336224839
10,0,all,expanding,10,15,5,20,208,2018-01-09,2026-08-06,4.6580135017845565,0.22406022080930654,16.359977894871644,5.505599822556593,0.24415607691757923,5.35364343742706,0.24073047254086122,-0.007960482731825442,0.911705537612881,-0.36167666858525227,0.5463027576007784,1.1177650897724747,5,9,2024,-0.5657725515000888,-0.02009585610827269
10,0,all,expanding,10,15,5,30,208,2018-01-09,2026-08-06,3.5010743054702864,0.19182712652367462,16.359977894871644,5.505599822556593,0.24415607691757923,5.2960564900900575,0.2394133359527788,-0.15158107997544645,0.8094491804957986,-0.388210791888113,0.5463027576007784,1.3450270369343986,5,9,2024,-0.5934991299672563,-0.052328950393904616
10,0,all,expanding,10,15,5,50,208,2018-01-09,2026-08-06,1.8461509366658508,0.12977490063384622,16.359977894871644,5.505599822556593,0.24415607691757923,5.18241836876217,0.23678266484782262,-0.43875085025808985,0.604434590555922,-0.4380954565691877,0.5463027576007784,1.799550931258246,2,9,2024,-0.6466808926775738,-0.11438117628373301
10,0,all,expanding,10,15,5,100,208,2018-01-09,2026-08-06,-0.09950351186273898,-0.012152161303912612,16.359977894871644,5.505599822556593,0.24415607691757923,4.907073911025803,0.23022694535128685,-1.1544971726747557,0.08960203465163291,-0.5646909193776795,0.5463027576007784,2.9358606670678653,1,9,2024,-0.7672891824673385,-0.25630823822149185
10,1,all,expanding,10,15,1,0,208,2018-01-04,2026-08-03,14.548718181888287,0.3769862517151781,28.638724713815897,5.473021198490027,0.243254717099322,5.480857797693004,0.24343009643626057,0.6273905700577943,1.3478130759205635,-0.24124548582198835,0.5304878730403965,0.6439976439155544,6,9,2024,-0.40021343042421886,0.13373153461585607
10,1,all,expanding,10,15,1,10,208,2018-01-04,2026-08-03,11.458548399263053,0.3418726274401436,28.638724713815897,5.473021198490027,0.243254717099322,5.421196702547365,0.2420901651121492,0.4875043073880799,1.249841535089519,-0.24447981334567292,0.5304878730403965,0.8646805991003592,6,9,2024,-0.43076052330916936,0.09861791034082157
