year,seed_count,test_ic_mean,test_ic_std,test_ic_min,test_ic_max
2018,16,0.05030880678336801,0.01880553932183648,0.0115060661767637,0.0723439219413425
2019,16,0.010757575833790351,0.044755207951174734,-0.0869652295884031,0.0776578936633335
2020,16,0.07690736702844397,0.02758275778683723,0.0126486512972535,0.1227796261361687
2021,16,0.06648521214648158,0.014243015780686517,0.0424871364763376,0.0907567361112661
2022,16,0.06355353003127293,0.020359774887768176,0.0284585922626848,0.0978133877631737
2023,16,0.04156688367020339,0.029021116031343944,-0.045990375066826,0.0829767697262169
2024,16,0.011083190570573838,0.028381580064076917,-0.0467439595665138,0.0570432489994903
2025,16,0.08851086113457725,0.0338943559634859,0.0219293643383279,0.1316799312317519
2026,16,0.09673930850892583,0.02322353573243231,0.0608890434609363,0.1352697333425546
