horizon,feature_set,train_window,execution_delay,slippage_bps,entry_k,exit_k,periods,start,end,total_return,cagr,gross_total_return,market_total_return,market_cagr,ew_net_total_return,ew_net_cagr,active_sharpe,strategy_sharpe,rebalance_max_drawdown,mean_turnover,cost_sum,positive_alpha_years,years,worst_year,worst_year_alpha
10,all,expanding,1,0,10,15,208,2018-01-03,2026-07-31,13.585369595982998,0.36702978308629985,27.34907833539228,5.388176246555,0.24151526248992838,5.479567142054408,0.24357426530635662,0.5666913254522247,1.364742399953439,-0.2563429914806167,0.5464366290085622,0.6634040901776185,7,9,2024,-0.38871445972835006
10,all,expanding,1,10,10,15,208,2018-01-03,2026-07-31,10.608765189125544,0.33110924726626867,27.34907833539228,5.388176246555,0.24151526248992838,5.420143536109551,0.24223841554046266,0.4269351266002437,1.2602726325810185,-0.2601047817951143,0.5464366290085622,0.8907217278451802,5,9,2024,-0.4210018050098254
10,all,expanding,1,20,10,15,208,2018-01-03,2026-07-31,8.237074369869084,0.2960907328717617,27.34907833539228,5.388176246555,0.24151526248992838,5.361256182007542,0.24090380237035558,0.2870721073259677,1.1555123675997716,-0.27845271186299747,0.5464366290085622,1.1180393655127423,5,9,2024,-0.4524035588134081
10,all,expanding,1,30,10,15,208,2018-01-03,2026-07-31,6.347885283572823,0.26195263512628264,27.34907833539228,5.388176246555,0.24151526248992838,5.30290030880511,0.23957042459690148,0.1471372792888232,1.050475237627125,-0.30844912547839576,0.5464366290085622,1.345357003180304,5,9,2024,-0.4829429313774283
10,all,expanding,1,50,10,15,208,2018-01-03,2026-07-31,3.645746516642646,0.1962337223576085,27.34907833539228,5.388176246555,0.24151526248992838,5.187764130497063,0.23690737044728194,-0.13280735048814868,0.8396259351218354,-0.3648426102628157,0.5464366290085622,1.7999922785154276,5,9,2024,-0.5415244873068953
10,all,expanding,1,100,10,15,208,2018-01-03,2026-07-31,0.4694600861546796,0.04592360147905561,27.34907833539228,5.388176246555,0.24151526248992838,4.908898611784639,0.23027127072390607,-0.8314683809431338,0.3086493947684683,-0.48694536688904366,0.5464366290085622,2.936580466853237,1,9,2024,-0.6744031259093418
10,all,expanding,2,0,10,15,208,2018-01-04,2026-08-03,11.86053044525128,0.3468496605580931,24.00137397718744,5.473021198490027,0.243254717099322,5.480857797693004,0.24343009643626057,0.49242234269762286,1.300038327580025,-0.26227998298200206,0.5465943672699736,0.6635960260941037,7,9,2024,-0.38417400987906225
10,all,expanding,2,10,10,15,208,2018-01-04,2026-08-03,9.235259680024006,0.311471606949161,24.00137397718744,5.473021198490027,0.243254717099322,5.421196702547365,0.2420901651121492,0.34910814926402306,1.1960623997238211,-0.27370961412089645,0.5465943672699736,0.8909792828784128,6,9,2024,-0.416604269911069
10,all,expanding,2,20,10,15,208,2018-01-04,2026-08-03,7.143641441092878,0.276981631770975,24.00137397718744,5.473021198490027,0.243254717099322,5.362076089354652,0.2407514789373597,0.20583004307674466,1.0918482688027842,-0.3038652314036673,0.5465943672699736,1.118362539662722,5,9,2024,-0.448141768411886
10,all,expanding,2,30,10,15,208,2018-01-04,2026-08-03,5.477656350929447,0.24335847223729457,24.00137397718744,5.473021198490027,0.243254717099322,5.3034911306240105,0.23941403670165462,0.0626254427044748,0.9874096859868949,-0.3328001480893965,0.5465943672699736,1.345745796447031,5,9,2024,-0.478809990923418
