horizon,phase,calendar_anchor,model_source,feature_set,train_window,entry_k,exit_k,execution_delay,slippage_bps,periods,start,end,total_return,cagr,gross_total_return,market_total_return,market_cagr,ew_net_total_return,ew_net_cagr,active_sharpe,strategy_sharpe,rebalance_max_drawdown,mean_turnover,cost_sum,positive_alpha_years,years,worst_year,worst_year_alpha,alpha_cagr
20,1,0050.TW,v5_4_repaired,all,expanding,10,15,5,50,104,2018-01-10,2026-08-06,5.571566718671271,0.24570864153860383,15.547277899092542,5.505598579885878,0.24424288772923908,5.554822197274962,0.24533782813859228,0.08000469001939323,0.9820032906177109,-0.3642319295803941,0.5583711842771483,0.9189190601624513,5,9,2024,-0.6274981405318717,0.001465753809364756
20,1,0050.TW,v5_4_repaired,all,expanding,10,15,5,100,104,2018-01-10,2026-08-06,2.6489058299164796,0.16305595741106993,15.547277899092542,5.505598579885878,0.24424288772923908,5.328215741138686,0.2402354735032628,-0.27067369497364313,0.7128623125418158,-0.44518543408289724,0.5583711842771483,1.4996250918106857,4,9,2024,-0.6996750311893852,-0.08118693031816915
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,1,0,103,2018-01-05,2026-07-06,18.035624947767694,0.41438493426111345,25.664640398387345,5.878561635800453,0.25472621689009234,5.700319401720173,0.25085588344271237,0.6866225484305748,1.3818974985291197,-0.22562285882737443,0.5610631495924085,0.3364186007869059,8,9,2024,-0.5142382558904843,0.1596587173710211
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,1,10,103,2018-01-05,2026-07-06,15.949607477874206,0.3951989288089699,25.664640398387345,5.878561635800453,0.25472621689009234,5.655049845595135,0.24985844851574335,0.6172881867863964,1.3319381236400436,-0.23228881364923415,0.5610631495924085,0.45199760960294194,8,9,2024,-0.5279698396082226,0.14047271191887756
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,1,20,103,2018-01-05,2026-07-06,14.090014165008693,0.37624987265586385,25.664640398387345,5.878561635800453,0.25472621689009234,5.610077080104233,0.2488616074058727,0.5479746262443974,1.281981312693872,-0.23890590781850696,0.5610631495924085,0.5675766184189781,8,9,2024,-0.5415341090122108,0.12152365576577151
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,1,30,103,2018-01-05,2026-07-06,12.432504057061191,0.3575351240933593,25.664640398387345,5.878561635800453,0.25472621689009234,5.565399208973046,0.247865359657083,0.4786893505510134,1.2320298566130419,-0.24547443768289767,0.5610631495924085,0.6831556272350143,8,9,2024,-0.5549329057056926,0.10280890720326696
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,1,50,103,2018-01-05,2026-07-06,9.639052980646245,0.3207981142558909,25.664640398387345,5.878561635800453,0.25472621689009234,5.476920623831994,0.24587464241822432,0.3402334611494408,1.1321541431103304,-0.25846698275775726,0.5610631495924085,0.9143136448670864,6,9,2024,-0.5812413569218193,0.06607189736579855
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,1,100,103,2018-01-05,2026-07-06,4.9246062662670465,0.2328760616556942,25.664640398387345,5.878561635800453,0.25472621689009234,5.260754334826371,0.24090820120109724,-0.004893147194524611,0.8827526347451207,-0.34219336973778713,0.5610631495924085,1.4922086889472672,3,9,2024,-0.6442421751487492,-0.02185015523439815
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,2,0,103,2018-01-08,2026-07-07,17.946311605905564,0.4139179444142407,25.545545428322136,5.82251131082919,0.25370140999007806,5.609373766059111,0.24902491220251388,0.6868397459812081,1.4420881436898654,-0.23132559713980339,0.5614376336956288,0.33664424618330113,8,9,2024,-0.5010478485149814,0.16021653442416262
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,2,10,103,2018-01-08,2026-07-07,15.868767921746379,0.394713203976899,25.545545428322136,5.82251131082919,0.25370140999007806,5.564506130557988,0.24802353767610152,0.6165072171441934,1.3894674039789539,-0.2379739138488668,0.5614376336956288,0.4523003987246007,8,9,2024,-0.5149290894792715,0.14101179398682095
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,2,20,103,2018-01-08,2026-07-07,14.016871133624349,0.3757459661391256,25.545545428322136,5.82251131082919,0.25370140999007806,5.519934113511943,0.24702276408383894,0.5461694430185372,1.3368273395742896,-0.24457324358460597,0.5614376336956288,0.5679565512659002,7,9,2024,-0.5286412936681713,0.12204455614904752
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,2,30,103,2018-01-08,2026-07-07,12.366348532340032,0.3570135792562068,25.545545428322136,5.82251131082919,0.25370140999007806,5.475655816458458,0.24602259096387824,0.47583439473706585,1.2841712921991564,-0.25112388518488005,0.5614376336956288,0.6836127038071995,7,9,2024,-0.5421863201571164,0.10331216926612874
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,2,50,103,2018-01-08,2026-07-07,9.584990632011408,0.3202428838182356,25.545545428322136,5.82251131082919,0.25370140999007806,5.387972847996605,0.2440240442930477,0.33520431147732144,1.1788246179240622,-0.2640802920942813,0.5614376336956288,0.9149250088897989,6,9,2024,-0.5687821851193549,0.06654147382815756
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,2,100,103,2018-01-08,2026-07-07,4.892160792589004,0.23224545688736353,25.545545428322136,5.82251131082919,0.25370140999007806,5.1737749104646396,0.23903815353543845,-0.015768030021104027,0.9154120252323112,-0.3155648017661816,0.5614376336956288,1.4932057715962963,3,9,2024,-0.6324728942237543,-0.02145595310271453
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,3,0,103,2018-01-09,2026-07-08,17.23249166130736,0.40753872235277866,24.549093080490046,5.663526857682051,0.25022556656848827,5.539263002873963,0.24745749371027714,0.6830178315337672,1.4238217864573317,-0.22766486250925877,0.5616762593108567,0.3367880300477568,8,9,2024,-0.45774264520249286,0.1573131557842904
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,3,10,103,2018-01-09,2026-07-08,15.232422117810888,0.3884125792886477,24.549093080490046,5.663526857682051,0.25022556656848827,5.494788459789113,0.24645550355287815,0.6124678786150546,1.3710894618291019,-0.23437344058280618,0.5616762593108567,0.45249333946579334,8,9,2024,-0.4720228951297558,0.13818701272015943
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,3,20,103,2018-01-09,2026-07-08,13.44967320149675,0.36952308251381427,24.549093080490046,5.663526857682051,0.25022556656848827,5.450607509880005,0.24545411622637237,0.5419276443275193,1.318351412413986,-0.24103236012594653,0.5616762593108567,0.5681986488838299,8,9,2024,-0.4861293305832268,0.119297515945326
20,2,0050.TW,v5_4_repaired,all,expanding,10,15,3,30,103,2018-01-09,2026-07-08,11.860858178005994,0.3508675884648338,24.549093080490046,5.663526857682051,0.25022556656848827,5.406718263994012,0.24445333126754387,0.4714050437283881,1.2656109379777223,-0.24764192557414832,0.5616762593108567,0.6839039583018663,7,9,2024,-0.5000638621184927,0.10064202189634552
