year,seed_count,test_ic_mean,test_ic_std,test_ic_min,test_ic_max
2018,16,0.04984242755013904,0.01608893346269899,0.0129559535101386,0.072622038834676
2019,16,0.016776619644246493,0.043429768152690444,-0.0819975260388356,0.0719795021242602
2020,16,0.07807670823431408,0.028576984544168977,0.0147540485581987,0.1142949261337187
2021,16,0.058828941590068504,0.024838390323851798,-0.0202316254455881,0.0901473024097917
2022,16,0.06892587106138902,0.019035527114284877,0.0307943640008896,0.0958705578169487
2023,16,0.04546239233112998,0.015317277917986764,0.0225521417681526,0.0812094976536543
2024,16,-0.0014112941450482746,0.028102487337778297,-0.0397014088187393,0.0515055658998108
2025,16,0.08963842327054275,0.030368180859623995,0.034747528641086,0.1351207149526477
2026,16,0.09175042651637355,0.020084674470057306,0.0588179108009582,0.1239049731347907
