horizon,feature_set,train_window,year,seeds,ic_mean,ic_median,ic_std,spread_mean
10,no_volatility,3,2025,16,0.013267846731210982,0.0116457699573562,0.024045211642603086,0.0019567868454684876
10,no_volatility,3,2026,16,0.07003611717112769,0.0774391720748013,0.028638406455445898,0.027325920148572123
10,no_volatility,5,2018,16,0.03767331687700256,0.03680180543519945,0.011022552365555932,0.001992909012891292
10,no_volatility,5,2019,16,0.013716068115481888,0.01288089921558945,0.012187169885001181,0.0008667029471033609
10,no_volatility,5,2020,16,0.036265136476638295,0.04144116904911985,0.026416569066573085,0.005326134476351043
10,no_volatility,5,2021,16,0.04395000007553324,0.046921911872169195,0.009148092110124045,0.013419062517780456
10,no_volatility,5,2022,16,0.018025636786340817,0.017871793581227202,0.009384936750170447,0.0031395061645468824
10,no_volatility,5,2023,16,0.018545665505814664,0.02918243814780315,0.023144921588089607,0.006322507072734144
10,no_volatility,5,2024,16,-0.004703003142836868,-0.00407750020017525,0.02400835685478124,-6.63049751342812e-05
10,no_volatility,5,2025,16,0.052114952685382326,0.05354849690346245,0.031077584272635843,0.012237009169284756
10,no_volatility,5,2026,16,0.06487936662267606,0.0662280696677836,0.01173453691963913,0.0263735817452728
10,no_volatility,8,2018,16,0.05112402719709955,0.05130965193544365,0.01103147059893263,0.0049734137669956435
10,no_volatility,8,2019,16,0.010837746163393688,0.0126064488281979,0.01138510191338837,0.00014467054797233657
10,no_volatility,8,2020,16,0.054228382749683446,0.06449269783264525,0.0297371249056941,0.006637298041445737
10,no_volatility,8,2021,16,0.051739244362359944,0.05327119655802815,0.010322428797378833,0.014870324169416
10,no_volatility,8,2022,16,0.04804948343842211,0.04815170302314345,0.013009315750831191,0.007496945182711319
10,no_volatility,8,2023,16,0.011949703184151683,0.011587820637304149,0.014346487020085306,0.004973670168761757
10,no_volatility,8,2024,16,0.02181840125066344,0.021232927811801597,0.01929043222171053,0.002787843057269794
10,no_volatility,8,2025,16,0.06544085688376687,0.0687611289296294,0.01774082342647087,0.014954445077930319
10,no_volatility,8,2026,16,0.06659916632768359,0.06602958654396915,0.010782394131947346,0.027709410059503357
10,no_volatility,expanding,2018,16,0.05112402719709955,0.05130965193544365,0.01103147059893263,0.0049734137669956435
10,no_volatility,expanding,2019,16,0.010837746163393688,0.0126064488281979,0.01138510191338837,0.00014467054797233657
10,no_volatility,expanding,2020,16,0.054228382749683446,0.06449269783264525,0.0297371249056941,0.006637298041445737
10,no_volatility,expanding,2021,16,0.04724700224204547,0.0465773531989368,0.008113830080043818,0.01616463788720559
10,no_volatility,expanding,2022,16,0.047975773160606874,0.0467404133542311,0.015417059406055745,0.007342793029786338
10,no_volatility,expanding,2023,16,0.018487687437641787,0.01712700251019525,0.01248539976339375,0.006533803863762825
10,no_volatility,expanding,2024,16,0.009748781794301569,7.916011102250005e-05,0.036814896910270914,0.0003829389454463063
10,no_volatility,expanding,2025,16,0.062078826471027033,0.06858988498289365,0.02896650092886552,0.012924107111532782
