observed_mean,ci_2_5,ci_97_5,bootstrap_p_mean_le_zero,trials,block,horizon
0.042913239743683836,0.02419825226243018,0.06153063933626599,0.0,20000,10,10
0.06660859993759254,0.03922473573264737,0.09383969239891657,0.0,20000,20,20
