year,horizon,seed,train_rows,valid_rows,refit_rows,test_rows,best_epoch,best_valid_ic,test_ic,test_spread,refit_final_loss,clip_lo,clip_hi
2018,20,1,55678,10878,67585,12226,10,0.04016340039073006,0.047697427267351954,0.016418775520003866,0.6882401758974249,-0.15528085827827454,0.7390825152397156
2019,20,1,67585,11176,79790,12050,1,0.10154886264880274,-0.05142618029672421,-0.013230877189977078,0.8404885805570163,-0.16279688477516174,0.7242862582206726
2020,20,1,79790,11000,91840,12250,25,0.05607670211657443,0.11069524952838275,0.03569505298580379,0.6806873083114624,-0.15992000699043274,0.6954249143600464
2021,20,1,91840,11200,104090,12150,1,0.1140044589264277,0.05652042406535668,0.044050695585158624,0.7486638181349811,-0.16625314950942993,0.5463051795959473
2022,20,1,104090,11100,116240,12300,25,0.08542666852772145,0.05403960859989153,0.014966616540645853,0.6707664916389867,-0.175417959690094,0.5726451873779297
2023,20,1,116240,11250,128540,11950,25,0.08231923070151263,0.08187975138814774,0.026357112258185485,0.6760816460564023,-0.17677102982997894,0.4736236035823822
2024,20,1,128540,10900,140490,12100,15,0.07492360901453213,-0.01974720941224622,-0.008546803771135501,0.6839303970336914,-0.17479631304740906,0.42865636944770813
2025,20,1,140490,11050,152590,12100,1,0.07874235972161628,0.058222297183336144,0.0041373571191851205,0.7819045019149781,-0.1791461855173111,0.39914387464523315
2026,20,1,152590,11050,164690,6850,15,0.1150724905346754,0.0910983866755269,0.07592793763790104,0.6859532705059758,-0.18091470003128052,0.38441526889801025
