date,ic,top_alpha,bottom_alpha,spread,year,seed
2018-01-02,0.3231632653061224,0.01386803855899785,-0.012115692483607221,0.025983731042605072,2018,7
2018-01-03,0.16428571428571426,5.265120450572949e-05,-0.002349841308707338,0.0024024925132130675,2018,7
2018-01-04,0.35040816326530605,0.00790472420748435,-0.016789893390019447,0.0246946175975038,2018,7
2018-01-05,0.3695918367346938,0.009645358363027687,-0.03850212357248664,0.048147481935514325,2018,7
2018-01-08,0.14816326530612245,-0.00016094357424141967,-0.015610209561809585,0.015449265987568165,2018,7
2018-01-09,0.16234693877551018,0.005962352574992225,-0.014656273153392784,0.020618625728385007,2018,7
2018-01-10,-0.1296050624158769,-0.01778774263363693,-0.007619368182513149,-0.010168374451123782,2018,7
2018-01-11,-0.08785714285714286,-0.021867575485467708,-0.021587602262571576,-0.00027997322289613144,2018,7
2018-01-12,0.23744897959183672,-0.02293646223573926,-0.041139221339957316,0.018202759104218057,2018,7
2018-01-15,0.24183673469387756,-0.009075558903596915,-0.041258012107893136,0.03218245320429622,2018,7
2018-01-16,0.012653384019015773,-0.028381928903540164,-0.04152774849492708,0.013145819591386918,2018,7
2018-01-17,0.04846938775510204,-0.017918013643290303,-0.0364406718727632,0.0185226582294729,2018,7
2018-01-18,-0.0006122605170491503,-0.016109448311973657,-0.010625787117052076,-0.005483661194921581,2018,7
2018-01-19,-0.023265306122448978,-0.004081451328550891,-0.008293221430404205,0.004211770101853314,2018,7
2018-01-22,0.20163265306122446,0.02347537297042769,-0.0019395978723835386,0.02541497084281123,2018,7
2018-01-23,0.3154081632653061,0.011548594996274105,0.003614027764176606,0.0079345672320975,2018,7
2018-01-24,0.453469387755102,0.01542541647481647,-0.005946815753076355,0.021372232227892824,2018,7
2018-01-25,0.41081632653061223,0.021899235021865145,-0.010653727846774184,0.03255296286863933,2018,7
2018-01-26,0.4991836734693877,0.00949317053305105,-0.026348473951634494,0.03584164448468555,2018,7
2018-01-29,0.11025791477860114,0.010270857844170637,0.007065598549495437,0.0032052592946752003,2018,7
2018-01-30,0.04581632653061224,0.006628716154398047,0.0010508430082195968,0.00557787314617845,2018,7
2018-01-31,0.24138370884662752,0.0012994156029546196,-0.01967508376350645,0.020974499366461067,2018,7
2018-02-01,0.16918367346938773,0.014088822248422265,0.0025941611833153713,0.011494661065106894,2018,7
2018-02-02,0.0854081632653061,0.0059585791995617875,0.003675027417108493,0.0022835517824532944,2018,7
2018-02-05,0.36134453781512604,0.023738679487186266,-0.02429299397872008,0.048031673465906345,2018,7
2018-02-06,0.12153661464585833,0.001837539697268964,0.004282760277144337,-0.002445220579875373,2018,7
2018-02-07,0.07332533013205282,0.0075443699283778585,0.0011982887485153192,0.00634608117986254,2018,7
