year,horizon,seed,train_rows,valid_rows,refit_rows,test_rows,best_epoch,best_valid_ic,test_ic,test_spread,refit_final_loss,clip_lo,clip_hi
2018,20,123,55678,10878,67585,12226,5,0.04009836941555356,0.06936456856867326,0.013561484738314637,0.6912494897842407,-0.15528085827827454,0.7390825152397156
2019,20,123,67585,11176,79790,12050,15,0.07638149327666115,0.0750196316037173,0.00963457939741964,0.6857906992618854,-0.16279688477516174,0.7242862582206726
2020,20,123,79790,11000,91840,12250,15,0.05487923114397118,0.07493485557488302,0.0247257366543424,0.6848862886428833,-0.15992000699043274,0.6954249143600464
2021,20,123,91840,11200,104090,12150,40,0.08952495283827817,0.07207109845547958,0.025840360403543986,0.6422421301112455,-0.16625314950942993,0.5463051795959473
2022,20,123,104090,11100,116240,12300,5,0.09294402671365111,0.03972594890009939,0.009435272805498624,0.6900782804740103,-0.175417959690094,0.5726451873779297
2023,20,123,116240,11250,128540,11950,5,0.07811810158785054,0.03834060307072075,0.013592086850586198,0.689176184790475,-0.17677102982997894,0.4736236035823822
2024,20,123,128540,10900,140490,12100,45,0.06382545409620835,0.05094995568653787,0.00908011036843457,0.645327337410139,-0.17479631304740906,0.42865636944770813
2025,20,123,140490,11050,152590,12100,1,0.02699527166420377,0.04481462006290118,0.031867982569952547,0.7419771504402161,-0.1791461855173111,0.39914387464523315
2026,20,123,152590,11050,164690,6850,1,0.12388542747415707,0.09854628237578428,0.06625133097890383,0.7406370176209344,-0.18091470003128052,0.38441526889801025
