year,model,top_k,mean_ic,median_ic,positive_ic_days,mean_top_bottom_spread,gross_return,net_return,0050_return,equal_weight_return,alpha_vs_0050,alpha_vs_equal_weight,cost_drag,mean_turnover,total_transaction_cost,max_drawdown,sharpe,active_sharpe,periods
2023,xgb,5,0.022241865945561927,0.018103241296518604,0.5439330543933054,0.004189843697441273,1.1513297469370247,0.819500501157278,0.2467194348868127,0.3304531968260205,0.5727810662704653,0.48904730433125754,0.3318292457797467,0.6007669996509083,0.16719537350197503,-0.16548733374148428,2.0387853728727166,1.3779098698732903,48
2023,xgb,10,0.022241865945561927,0.018103241296518604,0.5439330543933054,0.004189843697441273,0.6456260534518639,0.4074661280626466,0.2467194348868127,0.3304531968260205,0.1607466931758339,0.07701293123662611,0.23815992538921726,0.561072645266422,0.1560491987908113,-0.09868072736777123,1.7554013774111676,0.703977181000477,48
2024,xgb,3,0.02962705553358329,0.043985594237695075,0.5743801652892562,0.00501660596936277,-0.06438444270969845,-0.21226327855310523,0.5589771562124362,0.1484945422661479,-0.7712404347655414,-0.3607578208192531,0.14787883584340678,0.6041586583070082,0.17168207940370395,-0.41687884009620313,-0.5592838024631044,-2.3527707486483567,49
2024,xgb,5,0.02962705553358329,0.043985594237695075,0.5743801652892562,0.00501660596936277,-0.001778371799347922,-0.15638481036591967,0.5589771562124362,0.1484945422661479,-0.7153619665783558,-0.30487935263206756,0.15460643856657175,0.591189719488507,0.16796453309138049,-0.3150726595917308,-0.4505461900026142,-2.76028547600726,49
2024,xgb,10,0.02962705553358329,0.043985594237695075,0.5743801652892562,0.00501660596936277,0.23408618138977255,0.05518482838346839,0.5589771562124362,0.1484945422661479,-0.5037923278289678,-0.0933097138826795,0.17890135300630416,0.5506533539559862,0.1563447839114835,-0.19000188894428216,0.34640962921409507,-2.6342145228306673,49
2025,xgb,3,0.05585691110989547,0.04417767106842737,0.5495867768595041,0.010204417158254682,1.392065998729731,1.0692444016142706,0.4512290555641256,0.28262954345920255,0.618015346050145,0.786614858155068,0.32282159711546043,0.5100429848251418,0.14470382160012688,-0.22361116401402292,2.2061570281735303,1.467574042929825,49
2025,xgb,5,0.05585691110989547,0.04417767106842737,0.5495867768595041,0.010204417158254682,1.1183892849073778,0.8389090923892899,0.4512290555641256,0.28262954345920255,0.3876800368251643,0.5562795489300874,0.27948019251808787,0.4979843162119487,0.14124720424215512,-0.23799671178955228,1.9197356494183306,1.1001915187059101,49
2025,xgb,10,0.05585691110989547,0.04417767106842737,0.5495867768595041,0.010204417158254682,0.9848862001430545,0.7097936129529367,0.4512290555641256,0.28262954345920255,0.2585645573888111,0.4271640694937342,0.27509258719011775,0.5248339204695366,0.14894364330259266,-0.2032680171742458,2.1309634660720245,0.9395544712867654,49
2026,xgb,3,0.01360085658451178,0.012100840336134455,0.5197368421052632,0.009488023818886715,0.5529243767004235,0.3762150896112677,0.5596433461554582,0.5790623148812866,-0.18342825654419048,-0.20284722527001886,0.1767092870891558,0.6728911411648023,0.1205288084502369,-0.2975137130958203,1.0999792428602426,-0.05550556961298983,31
2026,xgb,5,0.01360085658451178,0.012100840336134455,0.5197368421052632,0.009488023818886715,0.7829636154464008,0.5915433428320991,0.5596433461554582,0.5790623148812866,0.031899996676640896,0.012481027950812518,0.19142027261430172,0.6332708223963869,0.11334366364158473,-0.22239621545092736,1.6511371570685298,0.3961293182977995,31
2026,xgb,10,0.01360085658451178,0.012100840336134455,0.5197368421052632,0.009488023818886715,0.6801658612745454,0.5149730006715381,0.5596433461554582,0.5790623148812866,-0.044670345483920126,-0.0640893142097485,0.1651928606030073,0.577893448299616,0.10330097684913538,-0.16847704441264832,1.908618722623243,-0.03543828746014745,31
