model,top_k,mean_ic,mean_top_bottom_spread,positive_alpha_years,years,mean_alpha_vs_0050,mean_alpha_vs_equal_weight,mean_turnover,mean_active_sharpe
xgb,3,0.027677353892051886,0.004928017866093829,5,9,0.1292269090279206,0.13910544470978647,0.6631648694302615,0.1784120248249891
xgb,5,0.027677353892051886,0.004928017866093829,4,9,0.0844765311481846,0.09435506683005045,0.6397289481122664,0.09885474026952207
xgb,10,0.027677353892051886,0.004928017866093829,4,9,-0.040833684539650465,-0.03095514885778461,0.5958995191519681,-0.2676620417562843
