date,portfolio_ret,benchmark_ret,realized_alpha,top_k,stocks,test_year,strategy_equity,benchmark_equity
2023-07-26,-0.10252486669957517,-0.014711588505933015,-0.08781327819364215,5,"3017.TW,6669.TW,3037.TW,2357.TW,2609.TW",2023,1.6440557649293783,1.961308801310908
2023-08-02,0.02899034398435041,-0.0019646091856657666,0.030954953170016175,5,"3231.TW,2357.TW,6669.TW,3037.TW,2345.TW",2023,1.6917175070841353,1.9574555960239253
2023-08-10,0.02676154655392371,-0.022047350191835013,0.04880889674575872,5,"3231.TW,2357.TW,3037.TW,2886.TW,2345.TW",2023,1.736990483906055,1.9142988870134188
2023-08-17,-0.037227829176878946,0.01046711580968851,-0.047694944986567456,5,"2382.TW,3231.TW,2357.TW,3017.TW,6669.TW",2023,1.672326098889336,1.934336075158146
2023-08-24,-0.0183685579224524,-5.50461036752381e-08,-0.018368502876348725,5,"3231.TW,3017.TW,2345.TW,2382.TW,6669.TW",2023,1.6416078800766585,1.9343359686804817
2023-08-31,-0.023478112911650584,-0.011155473079560552,-0.012322639832090032,5,"2345.TW,6669.TW,3017.TW,2357.TW,3711.TW",2023,1.6030660249115634,1.912757535855041
2023-09-07,-0.03176303005505943,0.02336833554478912,-0.05513136559984855,5,"2382.TW,2345.TW,3231.TW,6669.TW,3017.TW",2023,1.5521477905820527,1.9574554957687256
2023-09-14,-0.047226917375111754,-0.035826743088708146,-0.011400174286403608,5,"2345.TW,4904.TW,6669.TW,2885.TW,2454.TW",2023,1.4788446351222717,1.8873262406142397
2023-09-21,0.08962160690041143,0.009391618339869678,0.08022998856054175,5,"3017.TW,3231.TW,6669.TW,2885.TW,2886.TW",2023,1.6113810676779823,1.9050512883489097
2023-09-28,0.018532473757944867,0.01860829650869178,-7.582275074691225e-05,5,"3017.TW,3231.TW,9910.TW,5871.TW,1590.TW",2023,1.6412439450287737,1.9405010475867714
2023-10-06,-0.06449572709272633,0.0027801161288107945,-0.06727584322153712,5,"3017.TW,9910.TW,2345.TW,3008.TW,3034.TW",2023,1.5353907234576083,1.9458958658471417
