year,train_rows,test_rows,mean_ic,median_ic,positive_ic_days,strategy_return,benchmark_return,alpha,max_drawdown,active_sharpe,positive_alpha_periods,rebalances
2018,68320,12226,0.030338697447547896,0.027418967587034812,0.5714285714285714,-0.25007303039220463,-0.07975129418101068,-0.17032173621119395,-0.38886078075376473,-0.7009661612893525,0.32653061224489793,49
2019,80540,12050,0.04790150292943556,0.033565426170468184,0.6265560165975104,0.18664606624086644,0.3568104046050311,-0.17016433836416467,-0.16275954670987003,-0.8294326745924002,0.5306122448979592,49
2020,92590,12250,0.05774016940226838,0.06090297966211288,0.6122448979591837,-0.06185179543300945,0.3140110207168767,-0.37586281614988615,-0.36457872519937295,-1.0113749390933406,0.40816326530612246,49
2021,104840,12150,0.016690431178542967,0.03442977190876351,0.551440329218107,0.24175487041609278,0.22318424658314662,0.018570623832946165,-0.3301927651328337,0.26145003023822966,0.5102040816326531,49
2022,116990,12300,-0.03639808310881981,-0.06343337334933974,0.4146341463414634,-0.3710319802947213,-0.18344788049490113,-0.18758409979982016,-0.3952427487603094,-0.9450633564592875,0.46,50
2023,129290,11950,0.05333305690506575,0.05152460984393757,0.5732217573221757,0.5959460248194615,0.2467194348868127,0.34922658993264877,-0.23755351676101544,0.8140864973066476,0.4583333333333333,48
2024,141240,12100,0.058481394992182134,0.09771908763505402,0.5991735537190083,-0.0726709860858391,0.5589771562124362,-0.6316481422982753,-0.27835547056542365,-2.4960516453476664,0.32653061224489793,49
2025,153340,12100,0.09228503401594393,0.10266506602641057,0.6157024793388429,0.7056950866904428,0.4512290555641256,0.25446603112631716,-0.21329481193383892,0.7589047150537783,0.46938775510204084,49
2026,165440,7600,0.06273570063629634,0.11803121248499399,0.5723684210526315,0.6601356000710523,0.5596433461554582,0.10049225391559413,-0.223740743463962,0.5833524346137183,0.4838709677419355,31
