year,model,seed,top_k,best_epoch,best_valid_ic,clip_lo,clip_hi,mean_ic,median_ic,positive_ic_days,mean_top_bottom_spread,gross_return,net_return,0050_return,equal_weight_return,alpha_vs_0050,alpha_vs_equal_weight,mean_turnover,total_cost,max_drawdown,sharpe,active_sharpe,periods
2018,mlp_rank,2026,3,25,0.08338986968342008,-0.07409798353910446,0.08887981623411179,0.0822066586990351,0.06785114045618247,0.6448979591836734,0.006261291406023363,0.5322942343234573,0.08118619626542345,-0.09222058015554158,0.004268420285356234,0.17340677642096503,0.07691777598006722,0.7283002343435766,0.3478656224146137,-0.2524378405345026,0.39732066795685667,0.7458624638032715,82
2018,mlp_rank,2026,5,25,0.08338986968342008,-0.07409798353910446,0.08887981623411179,0.0822066586990351,0.06785114045618247,0.6448979591836734,0.006261291406023363,0.47080352175334217,0.034499895948453485,-0.09222058015554158,0.004268420285356234,0.12672047610399506,0.03023147566309725,0.7349990316595468,0.35107903548708463,-0.21646644876268828,0.2612858066792126,0.7229884597089663,82
2018,mlp_rank,2026,10,25,0.08338986968342008,-0.07409798353910446,0.08887981623411179,0.0822066586990351,0.06785114045618247,0.6448979591836734,0.006261291406023363,0.38885421876875736,0.018097936791512614,-0.09222058015554158,0.004268420285356234,0.11031851694705419,0.01382951650615638,0.6491881555910274,0.3099155582370159,-0.17209206754494644,0.1907706921147767,0.8902523160712512,82
2018,mlp_rank,2026,15,25,0.08338986968342008,-0.07409798353910446,0.08887981623411179,0.0822066586990351,0.06785114045618247,0.6448979591836734,0.006261291406023363,0.20263999895077123,-0.08150094336056712,-0.09222058015554158,0.004268420285356234,0.010719636794974452,-0.08576936364592336,0.5640295052602918,0.2690649536733621,-0.18006813296258029,-0.3744853689946284,0.14661677450136407,82
2018,mlp_rank,2026,20,25,0.08338986968342008,-0.07409798353910446,0.08887981623411179,0.0822066586990351,0.06785114045618247,0.6448979591836734,0.006261291406023363,0.17717121087949073,-0.0674636702481729,-0.09222058015554158,0.004268420285356234,0.024756909907368674,-0.07173209053352914,0.4880450183119093,0.23261519528422292,-0.15258155153459396,-0.3317692225844211,0.30235375657400543,82
2019,mlp_rank,2026,3,70,0.08648434378286121,-0.07049430161714554,0.08704767376184464,0.04960229586553557,0.05901560624249699,0.6265560165975104,0.0015482964380812935,0.810789356880788,0.19817350961223834,0.358924015054525,0.3738700340025731,-0.16075050544228664,-0.17569652439033479,0.8723375912161089,0.4118571675977532,-0.20396360212500153,0.8883907292392468,-0.5160416430974107,81
2019,mlp_rank,2026,5,70,0.08648434378286121,-0.07049430161714554,0.08704767376184464,0.04960229586553557,0.05901560624249699,0.6265560165975104,0.0015482964380812935,0.6601040976075576,0.1345766830461328,0.358924015054525,0.3738700340025731,-0.2243473320083922,-0.23929335095644033,0.8044652041157987,0.3796958369702712,-0.17316923057437017,0.8488507449333852,-1.307039737918805,81
2019,mlp_rank,2026,10,70,0.08648434378286121,-0.07049430161714554,0.08704767376184464,0.04960229586553557,0.05901560624249699,0.6265560165975104,0.0015482964380812935,0.5716998001139628,0.13955196618491272,0.358924015054525,0.3738700340025731,-0.21937204886961226,-0.2343180678176604,0.6802991114210422,0.3208597339468609,-0.10097003578229646,1.0576852347456251,-1.690206838483381,81
2019,mlp_rank,2026,15,70,0.08648434378286121,-0.07049430161714554,0.08704767376184464,0.04960229586553557,0.05901560624249699,0.6265560165975104,0.0015482964380812935,0.4976166212099471,0.1378677633499863,0.358924015054525,0.3738700340025731,-0.2210562517045387,-0.23600227065258683,0.581899985877473,0.2742333083080406,-0.07682394655448288,1.2548224279671036,-2.1280021220452414,81
2019,mlp_rank,2026,20,70,0.08648434378286121,-0.07049430161714554,0.08704767376184464,0.04960229586553557,0.05901560624249699,0.6265560165975104,0.0015482964380812935,0.4759767325539259,0.16937093829467798,0.358924015054525,0.3738700340025731,-0.189553076759847,-0.20449909570789515,0.4938313906171962,0.23250200444395847,-0.07279466821151392,1.6114525314579065,-1.9228225425918533,81
2020,mlp_rank,2026,3,1,0.0784451575253034,-0.07384389638900757,0.08960913866758347,0.05016516224944441,0.043745498199279705,0.5836734693877551,0.003942001228653699,1.1297484565927007,0.44189610455087536,0.3341126891093831,0.3048387549654421,0.10778341544149228,0.13705734958543325,0.8141469484605431,0.3890462911765226,-0.29676176538345966,1.0844996513377088,0.3800521875694188,82
2020,mlp_rank,2026,5,1,0.0784451575253034,-0.07384389638900757,0.08960913866758347,0.05016516224944441,0.043745498199279705,0.5836734693877551,0.003942001228653699,0.9309973227858421,0.3719546217066563,0.3341126891093831,0.3048387549654421,0.0378419325972732,0.06711586674121417,0.7140492442833625,0.34102942248272905,-0.3191147109013408,1.053532444446657,0.24190729893642535,82
2020,mlp_rank,2026,10,1,0.0784451575253034,-0.07384389638900757,0.08960913866758347,0.05016516224944441,0.043745498199279705,0.5836734693877551,0.003942001228653699,0.7824653283433802,0.3468344742320102,0.3341126891093831,0.3048387549654421,0.012721785122627116,0.04199571926656809,0.5862519909130371,0.279725080040984,-0.31360759743351474,1.0851324609882083,0.1687676427753971,82
2020,mlp_rank,2026,15,1,0.0784451575253034,-0.07384389638900757,0.08960913866758347,0.05016516224944441,0.043745498199279705,0.5836734693877551,0.003942001228653699,0.596203675624809,0.262240673407359,0.3341126891093831,0.3048387549654421,-0.07187201570202406,-0.04259808155808309,0.4917030803568454,0.23436996764717874,-0.31208928459326424,0.9229593328553709,-0.20415267393579384,82
2020,mlp_rank,2026,20,1,0.0784451575253034,-0.07384389638900757,0.08960913866758347,0.05016516224944441,0.043745498199279705,0.5836734693877551,0.003942001228653699,0.5229941191753791,0.2348730852821217,0.3341126891093831,0.3048387549654421,-0.09923960382726138,-0.06996566968332041,0.43968573184186455,0.2094172455645424,-0.3045479274167403,0.887525446788826,-0.40262400182162633,82
