year,horizon,seed,train_rows,valid_rows,refit_rows,test_rows,best_epoch,best_valid_ic,test_ic,test_spread,refit_final_loss,clip_lo,clip_hi
2018,20,9999,55678,10878,67585,12226,10,0.04128677273761862,0.0472511397227564,0.007538706808053998,0.6874350905418396,-0.15528085827827454,0.7390825152397156
2019,20,9999,67585,11176,79790,12050,1,0.10231138791808633,-0.038342658675875926,-0.008905975168297966,0.8147855905386118,-0.16279688477516174,0.7242862582206726
2020,20,9999,79790,11000,91840,12250,35,0.05635193269748533,0.07482117745057207,0.016167222798086574,0.6694294333457946,-0.15992000699043274,0.6954249143600464
2021,20,9999,91840,11200,104090,12150,40,0.10327516720974105,0.03403497652067138,0.01244670706567246,0.6560893304207746,-0.16625314950942993,0.5463051795959473
2022,20,9999,104090,11100,116240,12300,25,0.08668982929923658,0.08513082891210516,0.018936060222127737,0.675920517821061,-0.175417959690094,0.5726451873779297
2023,20,9999,116240,11250,128540,11950,25,0.08164911316780295,0.05300393786138711,0.010476951935111585,0.6776892769904364,-0.17677102982997894,0.4736236035823822
2024,20,9999,128540,10900,140490,12100,20,0.09473702576218887,-0.04027128295548697,-0.013064774438372062,0.680792844813803,-0.17479631304740906,0.42865636944770813
2025,20,9999,140490,11050,152590,12100,1,0.011554149128089004,0.0037863740537537292,0.003083561284733365,0.7624265074729919,-0.1791461855173111,0.39914387464523315
2026,20,9999,152590,11050,164690,6850,10,0.1331750799867458,0.06920863975851559,0.06366927524301765,0.6876475347412957,-0.18091470003128052,0.38441526889801025
