date,gross_ret,net_ret,0050_ret,equal_weight_ret,buy_turnover,sell_turnover,turnover,transaction_cost,stocks,year,seed,top_k
2018-01-02,0.02750637815699042,0.026042181568116662,0.013863965563603031,0.015995608302274398,1.0,0.0,0.5,0.001425,"2618.TW,2883.TW,4904.TW",2018,1,3
2018-01-02,0.021037985827227837,0.019583006697424077,0.013863965563603031,0.015995608302274398,0.9999999999999999,0.0,0.49999999999999994,0.0014249999999999998,"2618.TW,2883.TW,4904.TW,1590.TW,2886.TW,5880.TW,2454.TW,2887.TW,2880.TW,2002.TW",2018,1,10
2018-01-02,0.012509355910685539,0.01106653007851266,0.013863965563603031,0.015995608302274398,1.0,0.0,0.5,0.001425,"2618.TW,2883.TW,4904.TW,1590.TW,2886.TW",2018,1,5
2018-01-09,0.014017642543048528,0.008085639334171724,0.006539668161630541,0.004547027648275283,1.0,1.0,1.0,0.00585,"3008.TW,1590.TW,1216.TW",2018,1,3
2018-01-09,0.00023486169537213428,-0.003907483128325562,0.006539668161630541,0.004547027648275283,0.7079268673517778,0.7079268673517778,0.7079268673517778,0.0041413721740079,"3008.TW,1590.TW,1216.TW,3017.TW,2892.TW,2886.TW,2412.TW,2002.TW,2881.TW,2345.TW",2018,1,10
2018-01-09,0.009418131810194887,0.004617607790368794,0.006539668161630541,0.004547027648275283,0.8129459643050989,0.8129459643050988,0.8129459643050989,0.004755733891184828,"3008.TW,1590.TW,1216.TW,3017.TW,2892.TW",2018,1,5
2018-01-16,0.06251990423711636,0.05837607661059141,0.03957472980937049,0.007712087258277363,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.0039000000000000003,"2345.TW,3008.TW,2327.TW",2018,1,3
2018-01-16,0.021081382656995974,0.018009045545059887,0.03957472980937049,0.007712087258277363,0.5143427742591904,0.5143427742591905,0.5143427742591904,0.0030089052294162643,"2345.TW,3008.TW,2327.TW,2884.TW,2412.TW,2892.TW,1590.TW,2880.TW,5876.TW,4904.TW",2018,1,10
2018-01-16,0.039869431018285884,0.03500284208112037,0.03957472980937049,0.007712087258277363,0.8,0.8,0.8,0.00468,"2345.TW,3008.TW,2327.TW,2884.TW,2412.TW",2018,1,5
2018-01-23,0.0012995603246624223,-0.0027410705698408533,-0.01617277867250766,-0.013470273157685802,0.6898096865123455,0.6898096865123456,0.6898096865123455,0.004035386666097222,"3008.TW,2603.TW,2891.TW",2018,1,3
2018-01-23,-0.010036413174171678,-0.015266908828387549,-0.01617277867250766,-0.013470273157685802,0.9031663721089805,0.9031663721089807,0.9031663721089807,0.005283523276837537,"3008.TW,2603.TW,2891.TW,1101.TW,2615.TW,2454.TW,1301.TW,2886.TW,2379.TW,5880.TW",2018,1,10
2018-01-23,-0.003627506462240704,-0.008347837506876399,-0.01617277867250766,-0.013470273157685802,0.809831865991421,0.8098318659914211,0.809831865991421,0.004737516416049813,"3008.TW,2603.TW,2891.TW,1101.TW,2615.TW",2018,1,5
2018-01-30,-0.02311585775694306,-0.028830629989064938,-0.03613751857873937,-0.034971424779102984,1.0,1.0,1.0,0.00585,"2327.TW,1590.TW,2379.TW",2018,1,3
2018-01-30,-0.04085818391314942,-0.044819770711756246,-0.03613751857873937,-0.034971424779102984,0.7060419149599894,0.7060419149599892,0.7060419149599892,0.004130345202515937,"2327.TW,1590.TW,2379.TW,2395.TW,3008.TW,1326.TW,2330.TW,2454.TW,9910.TW,2883.TW",2018,1,10
2018-01-30,-0.044302253217765306,-0.048774918672706113,-0.03613751857873937,-0.034971424779102984,0.8,0.7999999999999999,0.8,0.00468,"2327.TW,1590.TW,2379.TW,2395.TW,3008.TW",2018,1,5
2018-02-06,0.005890003072274209,0.0023015124649539143,0.001843798177777467,0.005253834693744314,0.6098253247959228,0.6098253247959229,0.6098253247959229,0.0035674781500561487,"3008.TW,2327.TW,1590.TW,2345.TW,3017.TW,3037.TW,2408.TW,9910.TW,2603.TW,2207.TW",2018,1,10
2018-02-06,0.00837564169624794,0.0059429743849594985,0.001843798177777467,0.005253834693744314,0.41238656393238265,0.4123865639323826,0.4123865639323826,0.0024124613990044383,"3008.TW,2327.TW,1590.TW,2345.TW,3017.TW",2018,1,5
2018-02-06,0.022167075478777054,0.020173849681593525,0.001843798177777467,0.005253834693744314,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.00195,"3008.TW,2327.TW,1590.TW",2018,1,3
2018-02-21,0.014311734744618578,0.010576999710450785,-0.007975610027672886,0.004377143004465862,0.6294083202317071,0.6294083202317071,0.6294083202317071,0.0036820386733554867,"2327.TW,6669.TW,3017.TW,4904.TW,2357.TW",2018,1,5
2018-02-21,0.022842627854768614,0.01855714698774813,-0.007975610027672886,0.004377143004465862,0.7162009208647602,0.7162009208647602,0.7162009208647602,0.004189775387058847,"2327.TW,6669.TW,3017.TW",2018,1,3
2018-02-21,0.007763273376494153,0.002962953530747603,-0.007975610027672886,0.004377143004465862,0.8142462785432453,0.8142462785432452,0.8142462785432452,0.0047633407294779846,"2327.TW,6669.TW,3017.TW,4904.TW,2357.TW,2892.TW,3045.TW,2412.TW,2880.TW,5880.TW",2018,1,10
2018-03-01,0.03485815461580164,0.02992317111328524,0.02535598996917665,0.012736104620989196,0.8151715476603258,0.8151715476603257,0.8151715476603258,0.004768753553812906,"6669.TW,1326.TW,1301.TW,2408.TW,2884.TW",2018,1,5
2018-03-01,0.03500221958600055,0.030797054632473397,0.02535598996917665,0.012736104620989196,0.6945218110499056,0.6945218110499058,0.6945218110499057,0.004062952594641948,"6669.TW,1326.TW,1301.TW",2018,1,3
2018-03-01,0.022958581234718892,0.01871882165898131,0.02535598996917665,0.012736104620989196,0.7084795415147881,0.7084795415147883,0.7084795415147882,0.004144605317861511,"6669.TW,1326.TW,1301.TW,2408.TW,2884.TW,2883.TW,2891.TW,1303.TW,2892.TW,2412.TW",2018,1,10
2018-03-08,0.0369632614379765,0.030897026358564172,0.013268757344246485,0.017530983015966655,1.0,0.9999999999999999,1.0,0.005849999999999999,"1590.TW,3008.TW,3231.TW,5871.TW,3017.TW",2018,1,5
2018-03-08,0.024214962111775245,0.018223304583421474,0.013268757344246485,0.017530983015966655,1.0,1.0,1.0,0.00585,"1590.TW,3008.TW,3231.TW",2018,1,3
2018-03-08,0.019825952170822655,0.015628949893749633,0.013268757344246485,0.017530983015966655,0.7034889484347836,0.7034889484347834,0.7034889484347835,0.004115410348343483,"1590.TW,3008.TW,3231.TW,5871.TW,3017.TW,1216.TW,2891.TW,2412.TW,2912.TW,1301.TW",2018,1,10
2018-03-15,-0.03868821867711206,-0.04209822211156833,-0.02559525394992357,-0.018540627276318902,0.6063657819634662,0.6063657819634661,0.6063657819634662,0.0035472398244862768,"3231.TW,3008.TW,5876.TW,2880.TW,3711.TW",2018,1,5
2018-03-15,-0.023513067428468728,-0.02753566483810721,-0.02559525394992357,-0.018540627276318902,0.7041809428173932,0.7041809428173932,0.7041809428173932,0.0041194585154817505,"3231.TW,3008.TW,5876.TW,2880.TW,3711.TW,1101.TW,2891.TW,5880.TW,2887.TW,1303.TW",2018,1,10
2018-03-15,-0.061709146140684235,-0.06357500079746803,-0.02559525394992357,-0.018540627276318902,0.33992606095248684,0.33992606095248695,0.3399260609524869,0.0019885674565720485,"3231.TW,3008.TW,5876.TW",2018,1,3
2018-03-22,0.012859248254756718,0.009261767238266883,0.009774233889929818,0.012670941545665702,0.6071465714238417,0.6071465714238417,0.6071465714238417,0.003551807442829474,"3037.TW,3008.TW,6669.TW,2408.TW,2880.TW,2887.TW,2317.TW,3711.TW,1102.TW,2412.TW",2018,1,10
2018-03-22,0.019106924664637506,0.015462124068846839,0.009774233889929818,0.012670941545665702,0.6113615969122759,0.6113615969122758,0.6113615969122759,0.003576465341936813,"3037.TW,3008.TW,6669.TW,2408.TW,2880.TW",2018,1,5
2018-03-22,0.016776163986594796,0.012743985313045325,0.009774233889929818,0.012670941545665702,0.6778889357667576,0.6778889357667577,0.6778889357667577,0.003965650274235532,"3037.TW,3008.TW,6669.TW",2018,1,3
2018-03-29,0.009840759641789171,0.005822174684872561,0.003024803331935999,0.008975097086399757,0.680243486821188,0.6802434868211881,0.680243486821188,0.00397942439790395,"5871.TW,3008.TW,2892.TW",2018,1,3
2018-03-29,0.014575381215046512,0.010988545777193881,0.003024803331935999,0.008975097086399757,0.6043259813248236,0.6043259813248236,0.6043259813248236,0.003535306990750218,"5871.TW,3008.TW,2892.TW,2412.TW,1303.TW,3711.TW,3045.TW,2880.TW,5880.TW,2884.TW",2018,1,10
2018-03-29,0.015557586891793653,0.010753774547480166,0.003024803331935999,0.008975097086399757,0.8085848738668886,0.8085848738668886,0.8085848738668886,0.004730221512121298,"5871.TW,3008.TW,2892.TW,2412.TW,1303.TW",2018,1,5
2018-04-10,-0.007526390578938891,-0.012186132611466283,-0.01568144435103569,-0.00014763032906390806,0.8025776121563246,0.8025776121563246,0.8025776121563246,0.0046950790311144994,"2345.TW,3045.TW,5880.TW,5876.TW,2892.TW",2018,1,5
2018-04-10,-0.003153707189383159,-0.006083144432304843,-0.01568144435103569,-0.00014763032906390806,0.502342744989937,0.5023427449899369,0.5023427449899369,0.0029387050581911314,"2345.TW,3045.TW,5880.TW,5876.TW,2892.TW,2618.TW,2880.TW,2912.TW,2303.TW,2884.TW",2018,1,10
2018-04-10,-0.015726527244132038,-0.0214845270597539,-0.01568144435103569,-0.00014763032906390806,1.0,1.0,1.0,0.00585,"2345.TW,3045.TW,5880.TW",2018,1,3
2018-04-17,-0.032242687398537695,-0.03678646613366032,-0.028799450788166925,-0.01947422139501385,0.8025920378821532,0.802592037882153,0.8025920378821532,0.004695163421610596,"2408.TW,2345.TW,2379.TW,4904.TW,3711.TW,2412.TW,2880.TW,1301.TW,1216.TW,1101.TW",2018,1,10
2018-04-17,-0.10573083472040959,-0.10923762131661985,-0.028799450788166925,-0.01947422139501385,0.6703246891213926,0.6703246891213926,0.6703246891213926,0.003921399431360147,"2408.TW,2345.TW,2379.TW",2018,1,3
