date,ic,top_alpha,bottom_alpha,spread,year,seed
2018-01-02,0.2101020408163265,0.015376969444517644,-0.004638103428473619,0.020015072872991264,2018,8765
2018-01-03,0.14622448979591837,-0.0007321590077172319,-0.008718716634433417,0.007986557626716184,2018,8765
2018-01-04,0.3037755102040816,0.0036922842870281813,-0.02518418486086544,0.028876469147893623,2018,8765
2018-01-05,0.2511224489795918,0.005775745919970765,-0.039284335332378455,0.04506008125234922,2018,8765
2018-01-08,0.06938775510204082,0.009384504644695523,-0.01620515716498769,0.025589661809683216,2018,8765
2018-01-09,0.18306122448979592,-0.02282630403623657,-0.010597325661544699,-0.012228978374691873,2018,8765
2018-01-10,-0.0942953367498191,-0.016139363369642376,-0.00021198021260999185,-0.015927383157032383,2018,8765
2018-01-11,-0.005408163265306122,-0.021219086995868844,-0.015569579113015585,-0.005649507882853259,2018,8765
2018-01-12,0.2868367346938775,-0.014432623496455676,-0.034995779342247374,0.0205631558457917,2018,8765
2018-01-15,0.24632653061224488,-0.0031124286764271122,-0.041258012107893136,0.038145583431466026,2018,8765
2018-01-16,-0.004081632653061224,-0.0187221654665123,-0.03328586714720521,0.01456370168069291,2018,8765
2018-01-17,0.18397959183673468,-0.011391000025828046,-0.033300163266856836,0.02190916324102879,2018,8765
2018-01-18,0.05214285714285714,-0.015892154740837088,-0.010625787117052076,-0.0052663676237850125,2018,8765
2018-01-19,0.013265306122448977,0.005168812980620219,-0.008293221430404205,0.013462034411024424,2018,8765
2018-01-22,0.19306122448979587,0.0051894250858562675,-0.010408652542575713,0.01559807762843198,2018,8765
2018-01-23,0.24581632653061225,0.002886336352703066,0.006213630366346392,-0.003327294013643326,2018,8765
2018-01-24,0.48367346938775513,0.015790090130828733,-0.008520883338703093,0.024310973469531826,2018,8765
2018-01-25,0.46928571428571425,0.025232722513754982,-0.0201644047929139,0.04539712730666888,2018,8765
2018-01-26,0.4201020408163265,0.007509318030797364,-0.02244577639640281,0.029955094427200173,2018,8765
2018-01-29,-0.004591836734693877,0.001776327387459796,0.006261760103657483,-0.004485432716197686,2018,8765
2018-01-30,-0.03969489018868658,0.016609283054468984,0.00876759420822595,0.007841688846243033,2018,8765
2018-01-31,0.21795918367346936,-0.0014306416012836503,-0.020686315304608256,0.019255673703324604,2018,8765
2018-02-01,0.1122477614590109,0.0010789991524390555,-0.009843644228565231,0.010922643381004286,2018,8765
