date,gross_ret,net_ret,0050_ret,equal_weight_ret,buy_turnover,sell_turnover,turnover,transaction_cost,stocks,year,seed,top_k
2018-01-02,0.034358490268299846,0.032884529419667574,0.013863965563603031,0.015995608302274398,1.0,0.0,0.5,0.001425,"1303.TW,2308.TW,2883.TW",2018,2026,3
2018-01-02,0.02929929715747997,0.027832545659030483,0.013863965563603031,0.015995608302274398,0.9999999999999999,0.0,0.49999999999999994,0.0014249999999999998,"1303.TW,2308.TW,2883.TW,2454.TW,2002.TW,5880.TW,2884.TW,4904.TW,1101.TW,2886.TW,2880.TW,2892.TW,2887.TW,3045.TW,3231.TW",2018,2026,15
2018-01-02,0.02988971927835862,0.02842212642838704,0.013863965563603031,0.015995608302274398,1.0,0.0,0.5,0.001425,"1303.TW,2308.TW,2883.TW,2454.TW,2002.TW",2018,2026,5
2018-01-02,0.02774071900263766,0.026276188478058904,0.013863965563603031,0.015995608302274398,1.0000000000000002,0.0,0.5000000000000001,0.0014250000000000003,"1303.TW,2308.TW,2883.TW,2454.TW,2002.TW,5880.TW,2884.TW,4904.TW,1101.TW,2886.TW,2880.TW,2892.TW,2887.TW,3045.TW,3231.TW,2885.TW,1102.TW,2891.TW,2357.TW,1301.TW",2018,2026,20
2018-01-02,0.034184628544755374,0.032710915449079,0.013863965563603031,0.015995608302274398,0.9999999999999999,0.0,0.49999999999999994,0.0014249999999999998,"1303.TW,2308.TW,2883.TW,2454.TW,2002.TW,5880.TW,2884.TW,4904.TW,1101.TW,2886.TW",2018,2026,10
2018-01-09,0.01498011044974131,0.011082088640337773,0.006539668161630541,0.004547027648275283,0.6564941594103626,0.6564941594103626,0.6564941594103626,0.003840490832550621,"1590.TW,3008.TW,2357.TW,1216.TW,3017.TW,2382.TW,2885.TW,2892.TW,3034.TW,2886.TW,2207.TW,2412.TW,2002.TW,2912.TW,2881.TW,2609.TW,2880.TW,3711.TW,2618.TW,4904.TW",2018,2026,20
2018-01-09,0.026948545249273804,0.021541006598852608,0.006539668161630541,0.004547027648275283,0.9001089543821181,0.9001089543821182,0.9001089543821181,0.005265637383135392,"1590.TW,3008.TW,2357.TW,1216.TW,3017.TW,2382.TW,2885.TW,2892.TW,3034.TW,2886.TW",2018,2026,10
2018-01-09,0.020971631082214462,0.016183240188547332,0.006539668161630541,0.004547027648275283,0.8017150848983067,0.801715084898307,0.8017150848983068,0.004690033246655095,"1590.TW,3008.TW,2357.TW,1216.TW,3017.TW,2382.TW,2885.TW,2892.TW,3034.TW,2886.TW,2207.TW,2412.TW,2002.TW,2912.TW,2881.TW",2018,2026,15
2018-01-09,0.018025963181452664,0.012070511296841113,0.006539668161630541,0.004547027648275283,1.0,0.9999999999999999,1.0,0.005849999999999999,"1590.TW,3008.TW,2357.TW,1216.TW,3017.TW",2018,2026,5
2018-01-09,0.026092659181864986,0.02009001712565084,0.006539668161630541,0.004547027648275283,1.0,1.0,1.0,0.00585,"1590.TW,3008.TW,2357.TW",2018,2026,3
2018-01-16,0.013121742402735719,0.009524558331475586,0.03957472980937049,0.007712087258277363,0.6069391607233069,0.606939160723307,0.606939160723307,0.003550594090231346,"2345.TW,1590.TW,4904.TW,2884.TW,2412.TW,9910.TW,2892.TW,5880.TW,2618.TW,2880.TW,3008.TW,1216.TW,2327.TW,2885.TW,2603.TW",2018,2026,15
2018-01-16,0.007857498973811545,0.004863980408511992,0.03957472980937049,0.007712087258277363,0.5077231412039234,0.5077231412039234,0.5077231412039234,0.0029701803760429513,"2345.TW,1590.TW,4904.TW,2884.TW,2412.TW,9910.TW,2892.TW,5880.TW,2618.TW,2880.TW,3008.TW,1216.TW,2327.TW,2885.TW,2603.TW,5871.TW,3045.TW,2615.TW,1303.TW,2002.TW",2018,2026,20
2018-01-16,0.024133354691436407,0.01928623714571076,0.03957472980937049,0.007712087258277363,0.8090421994732087,0.8090421994732087,0.8090421994732087,0.00473289686691827,"2345.TW,1590.TW,4904.TW,2884.TW,2412.TW",2018,2026,5
