year,model,seed,top_k,best_epoch,best_valid_ic,clip_lo,clip_hi,mean_ic,median_ic,positive_ic_days,mean_top_bottom_spread,gross_return,net_return,0050_return,equal_weight_return,alpha_vs_0050,alpha_vs_equal_weight,mean_turnover,total_cost,max_drawdown,sharpe,active_sharpe,periods
2018,mlp_rank,9999,3,20,0.09370235541374677,-0.04482661932706833,0.051682572811841965,0.06931836742763692,0.06766068815127069,0.6612244897959184,0.0022520479102523293,0.9574314404228663,-0.295700639608782,-0.07975129418101101,0.016684008180404275,-0.215949345427771,-0.3123846477891863,0.7125928439527579,1.0198236935952902,-0.3737695381340407,-0.9681184176355855,-0.8792298281134142,245
2018,mlp_rank,9999,5,20,0.09370235541374677,-0.04482661932706833,0.051682572811841965,0.06931836742763692,0.06766068815127069,0.6612244897959184,0.0022520479102523293,0.588618372615596,-0.397394317949461,-0.07975129418101101,0.016684008180404275,-0.31764302376845,-0.4140783261298653,0.6759388461112745,0.9672893511889843,-0.43856807432571254,-1.929790961850794,-2.135983915346876,245
2018,mlp_rank,9999,10,20,0.09370235541374677,-0.04482661932706833,0.051682572811841965,0.06931836742763692,0.06766068815127069,0.6612244897959184,0.0022520479102523293,0.2903164809951877,-0.4427313212360402,-0.07975129418101101,0.016684008180404275,-0.3629800270550292,-0.4594153294164445,0.5857851458987638,0.8380765603594034,-0.4463775138784879,-2.827367294511719,-3.5297567543358404,245
2018,mlp_rank,9999,15,20,0.09370235541374677,-0.04482661932706833,0.051682572811841965,0.06931836742763692,0.06766068815127069,0.6612244897959184,0.0022520479102523293,0.20590124303143287,-0.42069664087826686,-0.07975129418101101,0.016684008180404275,-0.34094534669725585,-0.43738064905867113,0.511777555612025,0.7320051815809347,-0.42438687170352696,-2.9034406317797448,-3.9476974016827695,245
2018,mlp_rank,9999,20,20,0.09370235541374677,-0.04482661932706833,0.051682572811841965,0.06931836742763692,0.06766068815127069,0.6612244897959184,0.0022520479102523293,0.25269220497742984,-0.3293398859412455,-0.07975129418101101,0.016684008180404275,-0.2495885917602345,-0.3460238941216498,0.4363897419132356,0.6239555975971449,-0.3339915460872084,-2.34761828441859,-3.1049760303932006,245
2019,mlp_rank,9999,3,55,0.07483785153111865,-0.04274982213973999,0.05014215037226677,0.0472515658911864,0.05911164465786314,0.5767634854771784,0.0007667837385344996,1.2258815991383254,-0.2652259850632699,0.3849893651699876,0.398932570387611,-0.6502153502332575,-0.6641585554508809,0.7852517483341835,1.1055871773889487,-0.34050340184926164,-1.3655720590429143,-3.4032024254363384,241
2019,mlp_rank,9999,5,55,0.07483785153111865,-0.04274982213973999,0.05014215037226677,0.0472515658911864,0.05911164465786314,0.5767634854771784,0.0007667837385344996,0.9859646487655787,-0.2720666415450247,0.3849893651699876,0.398932570387611,-0.6570560067150123,-0.6709992119326357,0.711337842297831,1.0013796569635973,-0.3331664796896401,-1.6528428818897536,-4.219122641542267,241
2019,mlp_rank,9999,10,55,0.07483785153111865,-0.04274982213973999,0.05014215037226677,0.0472515658911864,0.05911164465786314,0.5767634854771784,0.0007667837385344996,0.6449738079520606,-0.2975985294755108,0.3849893651699876,0.398932570387611,-0.6825878946454984,-0.6965310998631218,0.6035093071133116,0.8493575966337026,-0.329328916605253,-2.408389546704966,-5.96252472682576,241
2019,mlp_rank,9999,15,55,0.07483785153111865,-0.04274982213973999,0.05014215037226677,0.0472515658911864,0.05911164465786314,0.5767634854771784,0.0007667837385344996,0.5358708338000082,-0.24348366911113262,0.3849893651699876,0.398932570387611,-0.6284730342811202,-0.6424162394987436,0.5025485851698192,0.7070181228016694,-0.29085726597215633,-2.2841837098083317,-6.3731500072547265,241
2019,mlp_rank,9999,20,55,0.07483785153111865,-0.04274982213973999,0.05014215037226677,0.0472515658911864,0.05911164465786314,0.5767634854771784,0.0007667837385344996,0.4928754210720818,-0.17378070970883797,0.3849893651699876,0.398932570387611,-0.5587700748788256,-0.572713280096449,0.42013360906813774,0.5908253687447139,-0.22863261114267186,-1.7526384408176974,-6.32044297238981,241
